"","x"
"1",0.0676277962784943
"2",0.0371281663827435
"3",0.0530330859935597
"4",0.438693831339194
"5",0.500239766883052
"6",0.403656584651858
"7",0.413333018338302
"8",0.484200647735623
"9",0.399034058245509
"10",0.538706787937137
"11",0.279920275645106
"12",0.282990528345684
"13",0.35658895383491
"14",0.338844070101853
"15",0.290614654527968
"16",0.461374610489333
"17",0.247051818372546
"18",0.125987849568003
"19",0.205997502274485
"20",0.359208955275679
"21",0.368864626867882
"22",0.372065441972237
"23",0.462315492015796
"24",0.433687257153052
"25",0.368101697846064
"26",0.30772148256937
"27",0.247139818354679
"28",0.24782017417328
"29",0.232044067142965
"30",0.254461172108767
"31",0.213707644491184
"32",0.208718482461815
"33",0.22025683499872
"34",0.281721843867417
"35",0.215456028850331
"36",0.236854255066669
"37",0.230957461626828
"38",0.357676934489248
"39",0.325103253809755
"40",0.376048745505092
"41",0.515485780308741
"42",0.378909215421356
"43",0.334270168704641
"44",0.0777147960480108
"45",0.0852866205384834
"46",0.101554847657515
"47",0.0761984074973394
"48",0.0842337759905093
"49",0.100521377576158
"50",0.509003275335256
"51",0.366683488644674
"52",0.329611069144372
"53",0.507051553876899
"54",0.376404366728383
"55",0.336731410192899
"56",0.39194457685093
"57",0.696454611374246
"58",0.454408668282572
"59",0.424081696116968
"60",0.0717859944176486
"61",0.0806892568819021
"62",0.0960495894031246
"63",0.361048291089865
"64",0.281431008934707
"65",0.393154812472846
"66",0.216469557472953
"67",0.20979116415504
"68",0.207895539861647
"69",0.210734591739111
"70",0.293287453345593
"71",0.299026168408569
"72",0.291191538146509
"73",0.282566749250549
"74",0.268260437215381
"75",0.259414267706556
"76",0.25337848973178
"77",0.249913454913049
"78",0.696326676277864
"79",0.703940669950718
"80",0.701159247972398
"81",0.176112457141583
"82",0.164518387624882
"83",0.155978985687957
"84",0.408711816447501
"85",0.43288446111401
"86",0.277901388841564
"87",0.413603899753198
"88",0.446134739812249
"89",0.283632230305184
"90",0.359868403041266
"91",0.293669344905603
"92",0.223993152704084
"93",0.435520561878772
"94",0.359038828916912
"95",0.306461594197294
"96",0.39270939928907
"97",0.214780937496912
"98",0.243041127800684
"99",0.117932196316046
"100",0.429626690012962
"101",0.375057069629955
"102",0.266293778738553
"103",0.652665466225972
"104",0.632120056752987
"105",0.607460459802421
"106",0.303579770359896
"107",0.192419625461438
"108",0.24145294045136
"109",0.195963055005121
"110",0.268178318108628
"111",0.217858174917094
"112",0.237786650731578
"113",0.20253905841849
"114",0.27177459517809
"115",0.196581769342212
"116",0.224184075440338
"117",0.239589441773602
"118",0.257668984379244
"119",0.293081146512313
"120",0.277203281793459
"121",0.183186086288647
"122",0.134317132299449
"123",0.134875256324883
"124",0.301027072676107
"125",0.356884535690522
"126",0.372606080407907
"127",0.297645033607044
"128",0.344406999597297
"129",0.361793462833175
"130",0.276429784460986
"131",0.266151472447876
"132",0.303126283256269
"133",0.251194972497014
"134",0.211607523342656
"135",0.307942562626276
"136",0.402105789442166
"137",0.142692686110331
"138",0.190265776004035
"139",0.190199566846059
"140",0.30220092536194
"141",0.325276016579143
"142",0.316308804415312
"143",0.454511781080564
"144",0.370511763604176
"145",0.456048674677578
"146",0.276496091050377
"147",0.227004030736351
"148",0.229329741439315
"149",0.240801877363241
"150",0.208650205855494
"151",0.191658715040967
"152",0.228433080110184
"153",0.217287608124045
"154",0.312805142470109
"155",0.282266820145649
"156",0.267674531495816
"157",0.258314094052369
"158",0.382195177870201
"159",0.386478106522487
"160",0.417606009920807
"161",0.128134958190288
"162",0.114409175563585
"163",0.12889560784934
"164",0.303815898902629
"165",0.272715680791952
"166",0.301994176894438
"167",0.306559795984482
"168",0.257725623482464
"169",0.292927335711068
"170",0.290949057241249
"171",0.253273961093559
"172",0.305855850284076
"173",0.279510466890763
"174",0.227971626142811
"175",0.247887032678517
"176",0.269257703478079
"177",0.133008556965581
"178",0.132139714520881
"179",0.134139856450553
"180",0.30189996012633
"181",0.242247314207369
"182",0.271443866207107
"183",0.564853287457401
"184",0.544319919128172
"185",0.58073637326237
"186",0.250222388359969
"187",0.185707231792612
"188",0.211541497585018
"189",0.211124363592228
"190",0.21435487419394
"191",0.16705097916226
"192",0.19710565014392
"193",0.245042597818742
"194",0.3432261736239
"195",0.232346183628015
"196",0.246395517886876
"197",0.247741633044611
"198",0.276621839963699
"199",0.266925451540913
"200",0.259522039359
"201",0.467093741712107
"202",0.429431345143224
"203",0.374670154679935
"204",0.461239470509056
"205",0.190264485082627
"206",0.467093741712107
"207",0.280319315848312
"208",0.314228061627684
"209",0.669369329035053
"210",0.290437140089988
"211",0.234723767961185
"212",0.253225342133015
"213",0.263116394394965
"214",0.467093741712107
"215",0.429431345143224
"216",0.374670154679935
"217",0.461239470509056
"218",0.190264485082627
"219",0.467093741712107
"220",0.280319315848312
"221",0.314228061627684
"222",0.669369329035053
"223",0.290437140089988
"224",0.234723767961185
"225",0.253225342133015
"226",0.263116394394965
"227",0.389494205866934
"228",0.41722133114306
"229",0.397542367567997
"230",0.403500090985516
"231",0.255703265065146
"232",0.389494205866934
"233",0.205787700477637
"234",0.34308333832944
"235",0.7239171315296
"236",0.243614836418721
"237",0.244578662918016
"238",0.240887779922534
"239",0.259900232474336
"240",0.399709556285823
"241",0.349224601712275
"242",0.381097604567272
"243",0.318988506908617
"244",0.312645474311408
"245",0.399709556285823
"246",0.220879983833568
"247",0.359986445987273
"248",0.481818402119967
"249",0.297265770100673
"250",0.26685852475057
"251",0.251525373304158
"252",0.250833164614575
"253",0.276514503019
"254",0.271590190956826
"255",0.250703428717846
"256",0.26789628467638
"257",0.247797541995129
"258",0.276514503019
"259",0.121024928301067
"260",0.23134834742446
"261",0.69243555001149
"262",0.239628689635589
"263",0.209169775053572
"264",0.2286080031675
"265",0.250721420188767
"266",0.420794621128506
"267",0.481681850416162
"268",0.358853083334195
"269",0.446792819087921
"270",0.479924986365809
"271",0.398973184544622
"272",0.457337669712656
"273",0.496560951901915
"274",0.389521715735304
"275",0.405419287323588
"276",0.353696003322966
"277",0.389762184679926
"278",0.227079686856958
"279",0.179749718000523
"280",0.129492746443668
"281",0.471733762538129
"282",0.246980411760048
"283",0.313578753739048
"284",0.226483946924008
"285",0.399048161548694
"286",0.391039311909653
"287",0.290376691529323
"288",0.722956285792099
"289",0.666176279253215
"290",0.611046615844168
"291",0.265433351778418
"292",0.242632780780214
"293",0.239720774286384
"294",0.26458578361303
"295",0.240846041776942
"296",0.283784833517026
"297",0.400580462118842
"298",0.440957159611545
"299",0.356135668734044
"300",0.385358607024831
"301",0.401418653141027
"302",0.411509518646186
"303",0.268049244635717
"304",0.175574546490452
"305",0.22595659316272
"306",0.182374943556856
"307",0.141754856477116
"308",0.149452424812787
"309",0.102352025955512
"310",0.117410503838339
"311",0.256918197777235
"312",0.239033840793416
"313",0.139667995517364
"314",0.103752222057419
"315",0.249922838370191
"316",0.18954740456241
"317",0.274178685867271
"318",0.238813413300957
"319",0.219065930015435
"320",0.164341036307951
"321",0.172672984033912
"322",0.188237923526611
"323",0.169896071522117
"324",0.13103197497212
"325",0.308334004678804
"326",0.250317585417165
"327",0.190630748271994
"328",0.151736876386971
"329",0.310965222381449
"330",0.173615836096987
"331",0.215748031314188
"332",0.174639068481919
"333",0.14404687855254
"334",0.0803364672488173
"335",0.076903193326432
"336",0.117720784383582
"337",0.110637406236543
"338",0.115216812662224
"339",0.21224469908759
"340",0.115957814265742
"341",0.0896102432927307
"342",0.106678350264701
"343",0.222605242699118
"344",0.0804755822139265
"345",0.389994623739824
"346",0.407300107685122
